COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
9220,4,AC,11,4, Que haya sido certificado por la WASC y es una universidad actualizada a nivel tecnológico por lo que nos permite encontrar una variedad de archivos y libros,,,6,,4
30161,4,FC,101,1," El tema de la web, madie te brinda ayuda y si te acercas a la u. Pues solo te dicen llama x teléfono.",,,4,,1
27828,2,FC,101,8, La madurez del programa y la reputación de la Universidad.,GEA,,3,,4
16677,2,AC,15,1, No creo que necesite mejoras,,,6,,3
28966,3,FC,103,1, Dependen demasiado por el tema virtual . La realidad del estudiante de Epe es distinta a la nueva generación,,,4,,1
19764,1,AC,31,6," Los docentes son muy buenos, como también la infraestructura.",,Delegado,6,,4
29350,3,FC,105,2, Las facilidades de tecnologias de informacion que brindan como herramientas de apoyo,,,4,,4
1422,2,AC,32,2, El tamaño del campus SM es muy pequeño,,,4,,3
9825,3,AC,7,9, Falta de equidad de enseñanza en horarios. Mala atención al alumno en días de matrícula.,,Delegado,3,,2
9389,3,AC,25,1, ordenada,,,4,,4
15130,1,AC,31,3," Buena infraestructura, buen aprendizaje",,,5,,4
8628,3,AC,13,3, Problemas en atención al alumno,,Delegado,5,,3
11415,4,AC,25,3, la tecnologia,,,5,,4
25728,2,FC,101,1," Me parece muy buena institución universitaria, Recien tengo 3 semanas en la universidad asi que vamos a ver mas detalles",,,4,,3
18952,4,AC,25,2, La experiencia y muy buen demonio de losa temas. De cada peofesor,,Delegado,1,,4
3791,4,AC,3,1, Que en todas las sedes no se pueden practicar deportes,,,6,,3
17639,3,AC,5,3," Las mensualidades suben mucho La atención al alumno es mala Cambian de profesores sin previo aviso , uno se saca buenas notas por las puras ,ya que escogi a un profesor y me lo cambiaron , eso quiere decir que por las puras uno se esfuerza .",,,6,,3
17623,1,AC,35,5, PERTINENCIA EN LOS CURSOS QUE ENSEÑAN Y SUFICIENTES MATERIALES O INSUMOS PARA TRABAJAR EN LOS CURSOS PRÁCTICOS,,Delegado,8,,3
211,4,AC,28,1, Avisar con tiempo si no hay clases,,,5,,3
11195,4,AC,31,4, Atención al cliente,,,5,,3
8280,1,AC,25,1," No hay áreas de descanso, y el precio de los alimentos son muy elevados además de ser de poca variedad. Los horarios por las mañanas deberían empezar a partir de las 8 am debido a que algunos alumnos se les dificulta asistir a las 7 am. Para las evaluaciones, se debería presentar en todos los cursos exámenes modelos por los cuales los estudiantes puedan estudiar y aprobar el curso satisfactoriamente.",,,5,,2
24151,3,AC,25,1, Los profesores explican buen y se aprende mejor,,,4,,4
22354,3,AC,15,1, El acercamiento al alumno y el uso de medios de ultima generación.,,Delegado,6,,4
12333,1,AC,31,1, Por que tiene todo lo necesario que un estudiante necesita para ser el mejor,,,3,,4
9915,1,AC,3,2," Las vías de comunicación son muy malas, jamas contestan las llamadas",,Delegado,8,,2
27783,4,FC,104,4," El centro de información, La infraestructura y el modelo de enseñanza para personas que trabajan.",,,4,,4
30042,3,FC,101,5," Valoro mucho la exigencia en los estudios poniendo una nota aprobatoria de 13 , esto permite exigencia , también valoró mucho el hecho de que para conseguir un trabajo se considere a los alumnos de la universidad como una buen referente , ser parte de Laureate me refiero a nosotros como personas que trabajan y además estudian, el trato realmente es malo",,,2,,4
5666,2,AC,25,1," La forma de trabajo, creo que los curso blendt ayudan mucho para aprender y socializar.",,,5,,4
20123,3,AC,12,3, Matricula,,Delegado,7,,3
27698,1,FC,107,4, Las constantes variaciones en general,,,2,,3
17043,3,AC,30,7, Dinero,,,2,,3
10478,3,AC,27,5," Valoro todo, el campus, la biblioteca, y sobre todo los profesores",,,7,,4
22679,1,AC,37,3," La calidad educativa, la infraestructura y la facilidad para acceder a distintos recursos que el alumno necesita",,,7,,4
19080,3,AC,34,5," Más allá de las clases, las cuales son buenas y con buenos profesores, es un tema de pagas y dinero.",,Delegado,7,,3
18173,3,AC,5,2," La exigencia de los profesores, la buena infraestructura, las actividades que se les brindan a los alumnos para desarrollar sus talentos.",,Delegado,6,,4
23775,4,AC,31,2, Comida y ascensores,,Delegado,5,,3
24829,3,AC,29,1, Las clases blended son horribles,,,4,,3
13302,1,AC,25,1, Qué los ambientes son muy agradables y la enseñanza es exigente,,Delegado,3,,4
14496,1,AC,33,3, Mas lugares para estudiar,,,5,,3
10882,1,AC,5,1, Porque es una buena universidad,,Delegado,5,,4
19158,3,AC,28,9, Se debe mejorar la red de Internet,,Delegado,4,,3
29917,1,FC,109,2, La exigencia de la mayoría de profesores.,,Delegado,5,,4
8710,3,AC,30,4, Las pensiones,,,5,,3
20770,4,AC,12,2, Mejorar el campus de San Isidro.,,,6,,3
2450,2,AC,9,1, Campos deportivos San Miguel,,,4,,3
17250,3,AC,39,1," No hay muchos espacios para almorzar, la red WiFi no es muy buena.",,Delegado,5,,3
9536,1,AC,37,2, Por que el profesor enseña muy bien,,,6,,3
28254,4,FC,101,1, La tecnología con que se enseña y la buena metodología de trabajo,,,4,,4
20806,3,AC,20,9," La calidad de enseñanza es buena y posee el prestigio suficiente para apoyar la inserción laboral de los estudiantes. Sin embargo, su administración del espacio y atención son aún deficientes.",,,4,Deportista,3
27357,3,FC,109,2," Los tiempos o trabajos virtuales son agotadores, no hay fin de semana familiar",,,2,,2
3756,2,AC,29,1, La calidad en infraestructura y educación,,,5,,4
20583,4,AC,31,9, Más pc,,Delegado,7,,3
17290,4,AC,15,2, Espacios,,,5,,3
5903,2,AC,5,1, En su organizacion a la hora de abir cursos y dejar el sistema blended para asignaturas numericas,,,4,,3
13725,4,AC,3,3," Pensiones muy altas, atencion al alumno mala, demoras para procesar reclamos.",,,6,,3
1584,3,AC,27,2, En la enseñanza,,,4,,4
587,3,AC,5,2, El contenido de los cursos deben ser mas practicos y aplicativos a la vida real,,,4,,3
17071,2,AC,31,1, Deberia haber buses que lleguen a todos lados no solo de universidad a universidad,,,4,,3
4834,1,AC,33,2, Tecnología,,,5,,4
2996,1,AC,37,8," No tenemos decano, las posibilidades de horario han mejorado pero siguen siendo perjudicales para las perosnas que trabajan. Y no tienen suficientes estacionamientos.",,Delegado,7,Deportista,2
17363,2,AC,25,1, Porque no tiene examen de admisión y es criticada por ello,,,3,,1
21803,3,AC,31,5, En la matrícula,,,5,,3
2509,1,AC,38,1, Es ta bien,,,4,,3
11612,4,AC,29,2, La exigencia,,,3,,4
25859,3,FC,101,8, Por la exigencia,,,4,,4
17596,2,AC,25,1, Le falta un poco de amplitud al campus,,,5,,2
7649,1,AC,25,2, muy buena enseñanza,,,5,,4
18554,3,AC,7,9," Algunos cursos con algunos profesores en particular tienen a veces sólo tres aprobados , eso no puede ser culpa del alumno pero sí de la cátedra.",,,2,,2
15707,1,AC,33,3, En atención,,Delegado,5,,1
1223,3,AC,5,1, Es muy exigente y de buena calidad.,,,6,,4
14169,3,AC,5,1, A la hora de organizar tus horarios,,,5,,3
2536,2,AC,7,3, Su exigencia.,,Delegado,4,,4
18256,1,AC,37,6, Horarios wifi,,,7,,2
1894,3,AC,31,2, Mas talleres,,,5,,3
21404,3,AC,5,5, Matrícula,,,5,,3
27817,3,FC,101,3," Incremento constante de la mensualidad, no todos los profesores llegan al alumno (metodo de enseñanza), pocos locales",,,2,,2
30875,2,FC,106,4, El servicio que brindan a sus alumnos y la calidad de profesores que tienen para que uno quede satisfecho con la enseñanza.,,,2,,4
4723,2,AC,31,1, Es muy buena,,,5,,4
10164,3,AC,21,2," La universidad es bastante prestigiosa debido a la Wasc, pero aun no llego al primer puesto en el ranking",,,5,,4
28430,1,FC,109,3, La enseñanza,,,4,,4
5513,2,AC,25,1, La forma de enseñanza tecnológica.,,,4,,4
10408,3,AC,18,1," Mejorar la calidad de sus docentes y asegurar que enseñen TODO lo que corresponde segun el silabo y el plan calendario en clase, haciendo uso de los respectivos ppt previamente colgados en el blackboard",,,6,,3
22357,4,AC,3,2, Faltan espacios grupales para estudiar,,,6,,3
16567,4,AC,5,3," La enseñanza academica, la innovacion constante que efectuan como es el uso del ipad y tambien las oportunidades internacionales.",,Delegado,5,,4
20638,4,AC,15,6, Mejorar los ambientes de estudios.,,,7,,3
7575,1,AC,33,2, Todo pes,,,6,,4
13368,3,AC,7,2, Las videoconferencias deberían ser con un programa más accesible como Sype,,,3,,3
14101,4,AC,9,5, A los profesores que saben enseñar,,,6,,4
29457,3,FC,104,1, Indicar mejor el programa del aula virtual y explicar las clases mas dificiles presencialmente.,,,4,,3
21451,3,AC,7,6," En el aspecto de la.pension debe ser constante, el wifi mejorar, lugares para estudiar",,,4,,3
29009,3,FC,101,1," Recién he iniciado la carrera, tendría q tener un poco más de tiempo para poder sugerir si hay algo en que mejorar.",,,4,,3
7067,4,AC,25,3, Pz las clases,,,5,,4
6227,3,AC,7,1, Mejorar la app,,,4,,3
33660,1,PRESENCIAL,225,1," Deberían mejorar la dinámica de los profesores, que sean más novedosos. Hacer más talleres con lo último y consultar a las maestristas que nuevas tendencias pueden o desean que sean impartidas.",,,,,3
17910,1,AC,33,1, La exigencia,,,3,,4
31958,3,FC,107,3," Mas cursos de reforzamientos los fines de semana, antes lo hacian ahora nada",,,5,,2
25799,4,FC,107,1, Prestigio,,,1,,4
26837,3,FC,107,7, Los profesores que están contratando últimamente no cumplen con los estándares de la Universidad y los cursos online son pesimos,,,4,,2
21654,3,AC,3,1, Creo q deben ser más ordenados con los horarios y mejorar su infraestructura,,,3,,3
17272,4,AC,3,1, La velocidad,,,4,,3
23840,3,AC,6,1, En el tema de mi matricula y mis horarios en la modalidad exageración por grado y título,,,6,,2
16290,1,AC,37,3, MUY BUENA ENSEÑANZA,,Delegado,7,,4
30083,3,FC,101,4," las matriculas son demadiado tediosas, no hay suficientes cubiculos para los alumnos, no hay orden en los cubiculos, no nos permiten estudiar en varisa sedes",,,3,,2
20779,1,AC,25,1, Su experiencia tecnologica es gratificante,,,3,,4
5955,1,AC,37,6, No deberia haber mucho trabajo grupal. Seria mejor que sea individual.,GEA,,7,,3
9170,3,AC,9,1," Me gustan muchos los viernes culturales, el acceso a la información, me gusta la enseñanza y la forma en la que las clases se desarrollan.",,Delegado,6,,4
20347,3,AC,6,4, Siento q la Universidad esta buscando una mayor rentabilidad mediante el éxito de sus alumnos. No tiene temor a invertir. Si se preocupa por el servicio.,,Delegado,3,,4
5375,1,AC,36,1," De todo, muy buen ambiente, buenos cursos y sobre todo las instalaciones deportivas",,,5,,4
27311,3,FC,107,3, Tiene buena metodología,,,3,,4
32797,2,FC,106,1, La exigencia que emplea en cada curso,,,4,,4
3078,3,AC,5,2, Calidad de estudio,,,1,,4
17647,3,AC,16,1," Faltan enchufes en los salones, carpetas más grandes, más áreas verdes y sobretodo nuevas mesas para las personas que estudiamos diseño!. Las mesas que son especialmente para diseño están muy rayadas y así no se puede trabajar bien, además da una mala imagen de la universidad.",,,5,,1
1509,3,AC,7,3, Por sus oportunidades,,,2,,4
1224,2,AC,25,1, En atención al alumno,,,4,,3
1579,3,AC,28,1, El lugar,,,4,,4
1068,2,AC,15,1, Buena universidad,,,5,,4
21556,1,AC,33,2, Buenos profesores,GEA,,6,,4
6201,2,AC,7,1, Los profesores más comunicativos,,,2,,3
4599,1,AC,13,1, Es muy buena universidad,,,5,Deportista,3
15182,4,AC,5,3, Mejorar su sistema de atención al alumno,GEA,,7,,2
25747,3,FC,107,3, El tipo de enseñansa y las facilidades que ofrece el programa EPE.,,,4,,4
17961,3,AC,9,1, La entrega de tius,,,4,,3
18406,1,AC,3,1, Campus,,,6,,4
23391,3,AC,20,8," Estoy satisfecho con lo que he aprendido hasta el momento, quizás mejorar algunos aspectos de infraestructura",,,5,,4
2103,3,AC,5,1, Es una buena universidad,,,3,,4
33175,1,FC,111,9, Clase de profesores. Conocimientos de los docentes.,GEA,Delegado,4,,4
8487,3,AC,40,1," Las diferentes maneras en que nos permiten aprender ya sea con tutores, los cubículo donde se puede estudiar en grupo y aprender en un nuevo ambiente fuera del país.",,,6,,4
23208,3,AC,34,4," La comida, la educación que dan, los profes, las instalaciones jeje",,Delegado,7,,4
13365,3,AC,15,5," Me siento cómoda estudiando en la universidad, la enseñanza es buena y la calidad de los profesores.",,,5,,4
26320,3,FC,107,1, Que de esta forma puedo lograr mis objetivos y cumplir mis metas,,,4,,4
24968,3,AC,39,1," Es buena, enseñan bien y te brindan un buen servicio",,Delegado,6,,3
30888,3,FC,108,11," Conseguir más estacionamientos porque en la hora de salida, aproximadamente entre 9 a 1030, hay mucho tráfico por los alrededores.",,,4,,3
18628,3,AC,5,1, En quitar la trica,,,5,,1
3526,3,AC,17,3," Me gusta porque tiene profesores capacitados en los temas, siempre puedo resolver dudas con ellos o a través de las diversas herramientas que nos da la universidad.",,,6,,4
26526,4,FC,105,1, En la parte de matricula en linea es muy complicado,,,4,,3
14615,1,AC,7,2, En horarios,,,5,,3
28683,1,FC,106,3, Apoyos a los de módulo epe,,,4,,4
11180,1,AC,13,1, Los horarios de los buses podrían ser mejores,,Delegado,6,,3
5188,1,AC,28,7," Porque posee una infraestructura moderna, posee ambientes especializados en tecnología y espacios cómodos para estudiar.",,,7,,4
27087,1,FC,105,7, La enseñanza debe ser presencial; el sistema blended no es lo ideal.,,Delegado,4,,3
19538,4,AC,25,1, ES muy buena universidad,,,5,,4
25297,1,FC,108,1, Que algunos profesores no terminen su clase1 hora o media hora antes,,,4,,3
25254,3,AC,27,5, la pensión,,,7,,2
17230,1,AC,13,4, Me gusta la universidad,GEA,,7,,4
17861,3,AC,29,2, Mejorar atención,,,5,,4
15681,2,AC,31,1, Las PC Deberían ser en la 5 semana,,,4,,2
8020,3,AC,13,4, Intercambios,,,7,,4
10491,4,AC,14,2," En la sede San Isidro, sería necesario poner más espacios donde el alumno pueda de abrir su mente y tenga un espacio de recreación. Por ejemplo, mesas de diálogo, cogines inflables en las áreas verdes, espacio donde el alumno pueda relajarse  han quitado las sillas del 5to piso y lo reemplazan por una sillas que se paga y da masajes aumentar el área verde  hay muchos alumnos ahora en la universidad, por lo que aumentar el area verde sería un trabajo complejo pero no imposibles como dice su eslogan",,,5,,3
2622,2,AC,31,2, Mejores horarios,,Delegado,5,,3
6033,1,AC,33,2, Es una universidad exigente que siempre busca cumplir con sus metas establecidas.,,,6,,4
31474,3,FC,108,1, facilidad de obtener recursos en el centro de informacion,,Delegado,4,,4
15026,1,AC,5,1, La enseñanza y los profesores de alta calidad.,,Delegado,5,,4
19012,3,AC,2,5," En la matrícula en línea, a pesar de tener buen turno no abastece el horario, y von pocos hotarios a elegir no puedo terminar de estudiar mi ingles.",,,8,,2
24119,3,AC,5,1," El blended me parece que es una gran idea por el hecho de que es un gran avance en lo que a tecnologia se refiere, pero esto al menos a mi me afecto y si los profesores dejan deberian subir una lista de las actividades para saber que es lo que se tiene que hacer, porque sino esto afecta en las notas que son acumulativas",,,7,,3
15599,1,AC,7,1, Control fuera del aula con alubnos que hacen cosas indevidas,,,4,Deportista,3
22532,1,AC,1,2," El servicio en cuanto al aprecio al estudiante, ni un cuaderno xc y la pensión no debe subir más",,,4,,3
10261,3,AC,15,2," Que sea una universidad que te da las herramientas y enseñanza que el mercado actual pide, la excelencia a pesar de tener 20 años y sobretodo las acreditaciones que nos hacen mas competitivos a diferencia de otras universidades, en otras palabras, nos abr",,,6,,4
5452,3,AC,13,1, El ambiente,,,6,,4
28187,3,FC,107,4," Se requiere más apoyo economico para los estudiantes propio de la Universidad, no de externos.",,,3,,3
25382,1,FC,111,4, excelente infraestrucutra,,,2,,4
23620,3,AC,13,3, Muy buena,,,5,,4
10925,3,AC,7,2, Los profesores y el ambiente,,,4,,4
4983,2,AC,7,1," Las Actividades , y la exigencia",,Delegado,3,,4
30760,3,FC,107,6," Calidad de enseñanza, distribucion del tiempo, responsabilidad",,,4,,4
29377,1,FC,109,3, Su presentacion en el sistema tien que ser mas explicita ya que es la primera vez de uno y no sabe como desenvolverse. Mayor infirmacion con respecto a su horarios pagos y todo lo que me ligue con la universidad,,,4,,1
21368,1,AC,4,1, Los precios de algunas cosas son demasiados caros.,,,4,Deportista,3
32398,3,FC,100,9, Tener buenos profesores con experiencia academica que nos ayudan a obtener mejores resultados en aplicarlo en nuestro trabajo,,,2,,4
